Date/time,Loop number,Mag field x,Mag field y,Mag field z,Latitude,Longitude
2020-04-30 00:22:26.423945,141,14.39,-10.77,-1.79,-51.112405842375196,-98.06847082006838
2020-04-30 00:22:37.387202,141,14.55,-10.58,-1.47,-51.21254324579675,-96.99520221464925
2020-04-30 00:22:48.317555,141,14.72,-10.29,-1.15,-51.30195042203222,-95.91732323154037
2020-04-30 00:22:59.264572,141,15.13,-10.29,-0.74,-51.38054540881156,-94.83532564436197
2020-04-30 00:24:10.213770,141,15.7,-10.05,-0.25,-51.62407580366836,-87.78804574176954
2020-04-30 00:24:21.168373,141,15.76,-10.21,0.07,-51.62059582228624,-86.6920940781168
2020-04-30 00:24:32.107128,141,15.83,-9.93,0.55,-51.6060270287866,-85.59660003713846
2020-04-30 00:24:43.051776,141,16.1,-9.76,1.04,-51.58038649864237,-84.50212369434644
2020-04-30 00:24:53.998245,141,16.24,-9.74,1.38,-51.54369813751565,-83.40921146487436
2020-04-30 00:26:05.017865,141,16.04,-9.38,2.41,-51.04410736576965,-76.42891522747225
2020-04-30 00:26:15.964734,141,16.07,-9.27,2.99,-50.92669299884255,-75.36426632078567
2020-04-30 00:26:26.913522,141,16.36,-9.14,3.61,-50.81084616032996,-74.40145553462399
2020-04-30 00:26:37.852595,141,16.4,-9.01,3.79,-50.673491056121,-73.3483359872564
2020-04-30 00:26:48.781295,141,16.4,-8.67,4.22,-50.52585310211659,-72.30187587432958
2020-04-30 00:27:59.726311,141,15.99,-8.58,5.11,-49.3339782617602,-65.73238136455788
2020-04-30 00:28:10.670264,141,15.81,-8.33,5.51,-49.11375247235148,-64.74652552013659
2020-04-30 00:28:21.614103,141,15.7,-7.99,5.7,-48.8844049653062,-63.769986053743175
2020-04-30 00:28:32.560033,141,15.59,-8.05,6.35,-48.6460894198807,-62.8029610408636
2020-04-30 00:28:43.509470,141,15.69,-7.82,6.54,-48.39896293042589,-61.84564172679462
2020-04-30 00:29:54.454233,141,15.37,-7.56,6.72,-46.60296127307645,-55.909394545542305
2020-04-30 00:30:05.402503,141,15.26,-7.4,7.06,-46.295309062291565,-55.02826257657022
2020-04-30 00:30:16.701342,141,15.21,-7.2,7.45,-45.98023926606805,-54.1576183630687
2020-04-30 00:30:27.633042,141,15.24,-6.96,7.72,-45.65791239385139,-53.29746190503773
2020-04-30 00:30:38.583510,141,15.17,-6.78,7.77,-45.32849237018168,-52.447793202477314
2020-04-30 00:31:49.567893,141,15.19,-6.47,7.95,-43.04246562101884,-47.21332063768713
2020-04-30 00:32:00.503194,141,15.06,-6.3,7.82,-42.66517963164568,-46.440368619884296
2020-04-30 00:32:11.455083,141,14.94,-6.1,7.73,-42.28211871732927,-45.67736818770217
2020-04-30 00:32:22.397200,141,14.88,-5.93,8.24,-41.89342631204218,-44.92421688830321
2020-04-30 00:32:33.350314,141,14.72,-6.17,8.32,-41.49925267994616,-44.180798608471505
2020-04-30 00:33:44.292269,141,14.32,-6.16,8.46,-38.832377997758,-39.60797329876963
2020-04-30 00:33:55.235758,141,14.24,-6.13,8.53,-38.40157747623779,-38.93302083517814
2020-04-30 00:34:06.185028,141,14.08,-6.01,8.56,-37.96640221855418,-38.26665050427877
2020-04-30 00:34:17.131369,141,13.92,-5.86,8.31,-37.52696492282848,-37.60871545700437
2020-04-30 00:34:28.082539,141,13.9,-5.9,8.38,-37.08338853246576,-36.959062014098606
2020-04-30 00:35:39.028075,141,13.9,-5.75,8.87,-34.12811594276299,-32.954627971652265
2020-04-30 00:35:49.968302,141,13.76,-5.66,8.79,-33.65706511646389,-32.3618495139652
2020-04-30 00:36:00.920652,141,13.95,-5.63,8.15,-33.226001632660626,-31.829012796434164
2020-04-30 00:36:11.983224,141,13.93,-5.64,8.89,-32.74880363610852,-31.24942001893981
2020-04-30 00:36:22.958102,141,13.73,-5.28,8.56,-32.22470273052593,-30.62475140801795
2020-04-30 00:37:33.890556,141,13.72,-5.32,8.32,-29.099993638082644,-27.129332090824935
2020-04-30 00:37:44.837094,141,13.9,-5.27,7.99,-28.599330526636955,-26.601582156678266
2020-04-30 00:37:55.792012,141,14.0,-5.26,8.03,-28.096264896150714,-26.079281005941976
2020-04-30 00:38:06.738025,141,13.96,-5.33,7.78,-27.590863340968326,-25.562292034832662
2020-04-30 00:38:17.677810,141,13.98,-5.29,7.74,-27.083200993170667,-25.050476932019635
2020-04-30 00:39:28.691753,141,14.2,-5.41,7.68,-23.75649930130801,-21.862393929362387
2020-04-30 00:39:39.645008,141,14.32,-5.48,7.76,-23.23401373546413,-21.384997857324347
2020-04-30 00:39:50.584953,141,14.75,-5.6,7.75,-22.709793301571068,-20.911686238409974
2020-04-30 00:40:01.531819,141,14.65,-5.59,8.79,-22.183896056236765,-20.4423378367615
2020-04-30 00:40:12.479613,141,14.7,-5.48,8.26,-21.656376640974585,-19.976833124068452
2020-04-30 00:41:23.426278,141,15.33,-5.39,8.14,-18.21600011075541,-17.056881150111103
2020-04-30 00:41:34.371651,141,15.84,-5.42,7.64,-17.678008307948307,-16.616439816577415
2020-04-30 00:41:45.320513,141,15.79,-5.46,7.42,-17.138816099394575,-16.1788978983464
2020-04-30 00:41:56.266881,141,15.96,-5.39,7.21,-16.59846958887111,-15.74415123503321
2020-04-30 00:42:07.218494,141,16.04,-5.58,7.23,-16.057009757512937,-15.312097373800297
2020-04-30 00:43:18.162123,141,16.84,-6.02,7.02,-12.538292665061004,-12.581341639852303
2020-04-30 00:43:29.112819,141,17.41,-6.2,7.16,-11.989876286033171,-12.166219817571852
2020-04-30 00:43:40.053043,141,17.81,-6.36,7.57,-11.440696633365588,-11.752962636934816
2020-04-30 00:43:50.995569,141,18.23,-6.45,8.05,-10.890790419325045,-11.341478744161044
2020-04-30 00:44:01.948537,141,18.6,-5.76,7.44,-10.34019691749927,-10.931675931696741
2020-04-30 00:45:12.927488,141,19.4,-6.06,7.31,-6.822694744945954,-8.357327260873808
2020-04-30 00:45:23.879765,141,20.08,-6.57,7.87,-6.268155528214027,-7.9571422085345285
2020-04-30 00:45:34.828545,141,20.76,-6.47,8.43,-5.713227417586232,-7.557897160979773
2020-04-30 00:45:45.769558,141,21.1,-6.78,8.58,-5.1579454177820665,-7.159506313958093
2020-04-30 00:45:56.714988,141,21.61,-6.91,9.01,-4.602343252860556,-6.761885143878508
2020-04-30 00:47:07.731033,141,22.22,-7.18,9.85,-1.010766931706512,-4.208195660860746
2020-04-30 00:47:18.678172,141,23.06,-7.32,10.83,-0.4538362416305814,-3.813651491002252
2020-04-30 00:47:29.623072,141,23.8,-7.89,11.17,0.1031327748779381,-3.4191664449687607
2020-04-30 00:47:40.568237,141,24.39,-8.16,11.4,0.6601063003785268,-3.0246574932731747
2020-04-30 00:47:51.515822,141,24.96,-8.36,12.15,1.2170517714107083,-2.6300409660981607
2020-04-30 00:49:02.497527,141,25.77,-8.35,13.68,4.808954767706149,-0.07471465225818934
2020-04-30 00:49:13.443846,141,26.45,-8.37,14.86,5.364641883105461,0.32334328974251925
2020-04-30 00:49:24.390867,141,26.89,-8.35,15.99,5.920018224897539,0.7222202007731815
2020-04-30 00:49:35.338161,141,27.32,-8.47,16.6,6.475049215249706,1.122001791703753
2020-04-30 00:49:46.282494,141,27.59,-8.96,17.68,7.029700276329293,1.5227742403116524
2020-04-30 00:50:57.236012,141,28.14,-9.18,19.27,10.598188530376284,4.139344792706079
2020-04-30 00:51:08.172897,141,28.64,-9.35,20.54,11.148887046360548,4.5502758670439025
2020-04-30 00:51:19.124847,141,28.96,-9.31,21.58,11.698899982106873,4.962950347167372
2020-04-30 00:51:30.071915,141,28.69,-9.42,22.79,12.248189771574822,5.3774621481775755
2020-04-30 00:51:41.017829,141,29.12,-9.28,23.76,12.796716287403022,5.793903904515131
2020-04-30 00:52:51.964913,141,29.54,-9.36,25.56,16.316138596886756,8.534804603814711
2020-04-30 00:53:02.912762,141,29.82,-9.56,27.0,16.808513273774636,8.929135330261643
2020-04-30 00:53:13.865340,141,30.13,-9.62,28.08,17.349061274878615,9.365534045580327
2020-04-30 00:53:24.806554,141,30.12,-10.41,29.29,17.888454974012863,9.804792902613956
2020-04-30 00:53:35.753150,141,30.16,-10.15,30.09,18.426644852305895,10.247018623068309
2020-04-30 00:54:46.766319,141,30.55,-10.14,32.11,21.86822008072441,13.180167376275769
2020-04-30 00:54:57.711859,141,30.4,-10.05,33.72,22.395901712979377,13.647990938192038
2020-04-30 00:55:08.656403,141,30.33,-9.76,34.67,22.921952637570005,14.11973588246554
2020-04-30 00:55:19.607583,141,30.44,-9.63,35.72,23.44631650543564,14.595523444954042
2020-04-30 00:55:30.553522,141,30.0,-9.67,36.83,23.968936967515628,15.075475715288961
2020-04-30 00:56:41.536808,141,29.52,-9.83,38.7,27.29615092356603,18.282118049468426
2020-04-30 00:56:52.483497,141,29.31,-9.77,40.0,27.803826931742034,18.797145048738653
2020-04-30 00:57:03.437042,141,29.23,-9.93,40.95,28.309218241640664,19.317441538953542
2020-04-30 00:57:14.378642,141,29.04,-9.84,42.17,28.81225142872835,19.843147538991083
2020-04-30 00:57:25.317104,141,28.82,-9.71,42.73,29.312856483566094,20.374401360181967
2020-04-30 00:58:36.305393,141,28.05,-9.6,44.55,32.48029865455156,23.94670128667265
2020-04-30 00:58:47.263025,141,27.54,-9.62,45.95,32.96028678337962,24.523913743241256
2020-04-30 00:58:58.198748,141,27.23,-9.54,46.78,33.4371501006624,25.107925653128614
2020-04-30 00:59:09.143636,141,27.0,-9.5,47.23,33.91079298375152,25.698892403138334
2020-04-30 00:59:20.088788,141,26.74,-9.34,48.01,34.38111639490401,26.296967672526744
2020-04-30 01:00:31.069798,141,25.9,-9.48,49.91,37.3302827954888,30.338870425212484
2020-04-30 01:00:42.014333,141,25.38,-9.59,50.6,37.77266390274677,30.99485886857343
2020-04-30 01:00:52.958401,141,25.12,-9.88,51.37,38.210827368192255,31.659268935181007
2020-04-30 01:01:03.903803,142,24.94,-9.84,51.74,38.605400566354724,32.27072113005889
2020-04-30 01:01:14.852976,143,24.55,-9.85,52.16,39.035183389688605,32.951639763890384
2020-04-30 01:02:25.798891,144,23.98,-9.63,53.28,41.69363986372473,37.56614971809685
2020-04-30 01:02:36.748170,145,23.58,-9.6,54.41,42.08619474098745,38.31651088521986
2020-04-30 01:02:47.699418,146,23.02,-9.9,54.88,42.473172768792864,39.07673484550438
2020-04-30 01:02:58.640068,147,22.53,-9.74,55.53,42.854423682979224,39.846930881977116
2020-04-30 01:03:09.583366,148,22.11,-9.9,56.01,43.22980404957395,40.6272048625702
2020-04-30 01:04:20.567649,149,21.43,-9.87,56.92,45.50094098634616,45.91161294038235
2020-04-30 01:04:31.514143,149,21.21,-9.69,57.26,45.82762551925328,46.76938566239298
2020-04-30 01:04:42.462884,150,20.53,-9.62,57.98,46.14709737239687,47.63772468704963
2020-04-30 01:04:53.413453,151,20.7,-9.59,58.81,46.45918579104768,48.51663001435228
2020-04-30 01:05:04.355275,152,20.51,-9.69,58.94,46.76372343557104,49.40608115373344
2020-04-30 01:06:15.302439,153,19.87,-9.71,59.78,48.536464883702,55.39694935777834
2020-04-30 01:06:26.257212,154,19.48,-9.56,60.73,48.77947618418188,56.3627483517019
2020-04-30 01:06:37.196497,155,19.06,-10.06,60.97,49.01353652175447,57.33822230858478
2020-04-30 01:06:48.143217,156,18.82,-9.89,61.42,49.23848538697425,58.32317656803564
2020-04-30 01:06:59.091648,157,18.46,-9.76,62.05,49.454172515679495,59.317372073433525
2020-04-30 01:08:10.045841,158,17.71,-9.82,62.9,50.61339222161406,65.93826375670957
2020-04-30 01:08:20.984575,159,17.27,-9.94,63.11,50.75546357144491,66.99214145507503
2020-04-30 01:08:31.931434,160,16.86,-10.06,63.91,50.87558269328334,67.9558196752613
2020-04-30 01:08:42.877763,161,16.27,-10.0,64.11,50.9976757397919,69.02165703486345
2020-04-30 01:08:53.797376,162,15.26,-9.79,64.64,51.1091478421411,70.09310197977418
2020-04-30 01:10:04.837116,163,14.65,-10.27,65.04,51.56765502602947,77.110868634963
2020-04-30 01:10:15.985585,164,14.07,-10.54,65.62,51.59760199044539,78.20845954401653
2020-04-30 01:10:26.932820,165,13.65,-10.73,66.12,51.61757346357851,79.40721238486714
2020-04-30 01:10:37.880419,166,13.22,-10.55,66.57,51.62407580366836,80.40677641895265
2020-04-30 01:10:48.794525,167,12.92,-10.38,66.32,51.620575331718726,81.50638223381134
2020-04-30 01:11:59.740738,168,11.78,-10.74,66.85,51.33062697126252,88.56855877898357
2020-04-30 01:12:10.701425,169,11.19,-10.88,66.63,51.24469977640917,89.65150576245661
2020-04-30 01:12:21.637451,170,10.76,-11.32,66.66,51.14794331662677,90.72997897202328
2020-04-30 01:12:32.584703,171,10.02,-11.46,66.79,51.040439554185355,91.80348663406335
2020-04-30 01:12:43.527546,172,9.54,-11.49,66.66,50.922280696638715,92.87155746552409
2020-04-30 01:13:54.474105,173,8.62,-11.52,67.02,49.91062039753311,99.6054341380505
2020-04-30 01:14:05.420879,174,7.76,-11.77,67.17,49.7166088741589,100.61992213547249
2020-04-30 01:14:16.367763,175,7.27,-11.75,67.26,49.51298385952789,101.62575628321608
2020-04-30 01:14:27.315053,176,6.67,-11.87,66.98,49.29989220270725,102.62266337371446
2020-04-30 01:14:38.262343,177,6.33,-11.97,66.71,49.077487582953296,103.61039068996834
2020-04-30 01:15:49.217845,178,5.21,-12.36,66.21,47.428676502217634,109.7513454708351
2020-04-30 01:16:00.153668,179,4.27,-12.49,65.81,47.14190076463089,110.66489010251348
2020-04-30 01:16:11.102241,180,3.69,-12.66,65.81,46.84719176232318,111.56798454476174
2020-04-30 01:16:22.054422,181,3.2,-12.79,65.18,46.54471341983458,112.46058098625569
2020-04-30 01:16:32.997492,182,2.81,-12.69,64.82,46.23463649189434,113.3426384458603
2020-04-30 01:17:43.944826,183,1.63,-12.84,63.99,44.06162205273854,118.78227623293932
2020-04-30 01:17:54.889652,184,0.77,-13.06,63.41,43.73320606687682,119.51342066283252
2020-04-30 01:18:05.833873,185,0.08,-13.19,62.75,43.36599460652942,120.30786728595338
2020-04-30 01:18:16.789732,186,-0.45,-13.42,62.46,42.99269744763154,121.09210960645424
2020-04-30 01:18:27.728438,187,-0.92,-13.49,61.75,42.613464854344926,121.86622958660514
2020-04-30 01:19:38.675999,188,-2.12,-13.6,60.55,40.03284521609027,126.62703536264411
2020-04-30 01:19:49.624870,189,-2.67,-13.98,59.56,39.61392239353671,127.32939737537487
2020-04-30 01:20:00.568861,190,-3.04,-13.8,59.13,39.19025258950999,128.02270255726617
2020-04-30 01:20:11.506806,191,-3.54,-14.02,58.23,38.76195874741517,128.70708751210145
2020-04-30 01:20:22.432124,192,-3.82,-13.85,57.73,38.329170640846485,129.38270250404244
2020-04-30 01:21:33.414170,193,-4.24,-13.93,56.06,35.435605395200184,133.54277948220044
2020-04-30 01:21:44.357658,194,-4.76,-14.04,55.14,34.97297619214771,134.15783801696008
2020-04-30 01:21:55.274845,195,-4.99,-14.07,54.12,34.50680553601059,134.76542432476774
2020-04-30 01:22:06.216096,196,-5.28,-14.37,53.4,34.037185634342606,135.3657023301635
2020-04-30 01:22:17.131471,197,-5.59,-14.38,52.44,33.564222355075906,135.9588359576874
2020-04-30 01:23:28.078560,198,-5.99,-14.61,50.88,30.437214903976912,139.62552739096037
2020-04-30 01:23:39.025429,199,-6.42,-14.76,49.52,29.942166208028972,140.17015301499885
2020-04-30 01:23:49.979068,200,-6.5,-14.74,48.21,29.44450837981809,140.7089046763511
2020-04-30 01:24:00.931250,201,-6.6,-14.6,47.42,28.989894403756626,141.19369784326025
2020-04-30 01:24:12.110983,202,-6.77,-14.67,46.88,28.48747422614695,141.7216168245889
2020-04-30 01:25:23.113461,203,-6.93,-14.91,45.55,25.14315747641483,145.04858830892377
2020-04-30 01:25:34.073356,204,-7.14,-15.08,44.05,24.624431929709043,145.53868170262885
2020-04-30 01:25:45.010658,205,-7.46,-15.31,42.93,24.103824665886915,146.0243218129951
2020-04-30 01:25:55.953561,206,-7.21,-15.49,41.99,23.581393741556393,146.5056452438059
2020-04-30 01:26:06.901615,207,-7.26,-15.46,41.42,23.104926575245475,146.9395671617768
2020-04-30 01:27:17.889977,208,-7.54,-15.57,39.78,19.683783857729054,149.9284989237094
2020-04-30 01:27:28.827891,209,-7.64,-15.62,38.4,19.148305564536518,150.37837616358146
2020-04-30 01:27:39.741665,210,-7.53,-15.85,36.87,18.61151075238146,150.8250295541653
2020-04-30 01:27:50.689556,211,-7.59,-16.0,36.32,18.073447232588073,151.26856837848757
2020-04-30 01:28:01.608901,212,-7.67,-15.84,36.0,17.534162816480546,151.7091155799534
2020-04-30 01:29:12.852164,213,-7.77,-15.93,34.14,14.027010088067092,154.48736332674778
2020-04-30 01:29:23.822791,214,-7.61,-16.05,33.35,13.480027194991315,154.9087586777809
2020-04-30 01:29:34.743101,215,-7.68,-16.17,32.57,12.932190528269286,155.3280093494146
2020-04-30 01:29:45.696847,216,-7.27,-16.28,31.36,12.383541069036026,155.74521096429734
2020-04-30 01:29:56.638476,217,-7.34,-16.14,30.73,11.834116383331969,156.16045914507743
2020-04-30 01:31:07.658524,218,-7.31,-16.06,29.72,8.271800485860552,158.79994476869382
2020-04-30 01:31:18.599640,219,-7.33,-16.13,28.34,7.717799573412588,159.20352698637154
2020-04-30 01:31:29.544872,220,-7.25,-16.46,27.08,7.163338476969293,159.60592075113368
2020-04-30 01:31:40.492753,221,-7.12,-16.7,26.31,6.60845305502381,160.00720802525026
2020-04-30 01:31:51.441829,222,-7.11,-16.83,25.47,6.053178312295638,160.40748443136968
2020-04-30 01:33:02.453245,223,-6.92,-17.01,23.89,2.4620968596913024,162.97256197416797
2020-04-30 01:33:13.401262,224,-6.99,-17.17,22.6,1.904998029567913,163.3679889459767
2020-04-30 01:33:24.346642,225,-6.78,-17.46,21.63,1.347796853328679,163.76311538946194
2020-04-30 01:33:35.299173,226,-6.69,-17.72,20.83,0.7905264147023932,164.15803692727206
2020-04-30 01:33:46.242510,227,-6.54,-17.86,20.07,0.23322001086125882,164.55283552167717
2020-04-30 01:34:57.221071,228,-6.56,-17.68,18.64,-3.362557410240872,167.10365162948847
2020-04-30 01:35:08.169297,229,-6.56,-17.79,17.17,-3.919086133011977,167.50013045042937
2020-04-30 01:35:19.114916,230,-6.22,-17.92,16.51,-4.475369609303196,167.89718300726054
2020-04-30 01:35:30.068214,231,-6.34,-17.96,15.48,-5.031373901612091,168.29490492263037
2020-04-30 01:35:41.009783,232,-6.32,-17.77,14.91,-5.587064858992812,168.69339181918727
2020-04-30 01:36:51.990109,233,-6.24,-17.75,13.15,-9.163927351849061,171.28924619438564
2020-04-30 01:37:02.936537,234,-5.89,-17.98,11.89,-9.716190834926905,171.69603860097325
2020-04-30 01:37:13.883179,235,-5.67,-17.99,10.91,-10.217718819076246,172.06713643895839
2020-04-30 01:37:24.828912,236,-5.56,-17.86,10.12,-10.7687844577284,172.47683850613242
2020-04-30 01:37:35.788783,237,-5.18,-17.69,9.31,-11.319167931237198,172.8882207998423
2020-04-30 01:38:46.799877,238,-5.11,-17.34,8.11,-14.852645916259172,175.58972454112242
2020-04-30 01:38:57.745630,239,-4.88,-17.26,7.12,-15.396723417616755,176.01644743970814
2020-04-30 01:39:08.682841,240,-4.75,-17.33,6.15,-15.9397849283353,176.44562920639507
2020-04-30 01:39:19.630838,241,-4.4,-17.1,5.15,-16.481784344637905,176.8773791242099
2020-04-30 01:39:30.544937,242,-4.14,-16.94,4.53,-17.022678977842265,177.31180647617938
2020-04-30 01:40:41.526214,243,-3.74,-16.93,3.12,-20.484247877508697,-179.81274854267127
2020-04-30 01:40:52.474530,244,-3.27,-16.87,2.11,-21.0154521798281,-179.3550575663887
2020-04-30 01:41:03.421414,245,-2.97,-16.96,1.67,-21.54514701034093,-178.89378757098106
2020-04-30 01:41:14.371171,246,-2.69,-16.67,1.42,-22.07328114262841,-178.42880195266494
2020-04-30 01:41:25.312218,247,-2.48,-16.57,0.63,-22.599801642724476,-177.95999142841362
2020-04-30 01:42:36.292100,248,-1.82,-16.28,-0.75,-25.95558115743117,-174.8339231283255
2020-04-30 01:42:47.241953,249,-1.09,-16.01,-1.68,-26.468255156532326,-174.33276482816498
2020-04-30 01:42:58.196539,250,-0.65,-16.03,-2.27,-26.978808381896194,-173.82672977293706
2020-04-30 01:43:09.133885,251,-0.45,-15.66,-2.54,-27.487177654272948,-173.3156950192367
2020-04-30 01:43:20.081700,252,-0.08,-15.68,-3.4,-27.993291256676308,-172.79949664252382
2020-04-30 01:44:31.063360,253,0.5,-15.84,-4.33,-31.200918845643546,-169.33439141241462
2020-04-30 01:44:42.009342,254,1.01,-15.69,-4.64,-31.68791474856004,-168.7753814099841
2020-04-30 01:44:52.956683,255,1.53,-15.43,-4.98,-32.172007821079276,-168.2100329920038
2020-04-30 01:45:03.902247,256,1.87,-15.51,-5.22,-32.60950192798611,-167.69041952070592
2020-04-30 01:45:14.847103,257,2.2,-15.44,-5.67,-33.08781666046752,-167.11251721503112
2020-04-30 01:46:25.795635,258,3.21,-14.88,-6.43,-36.0950191784299,-163.2121513498737
2020-04-30 01:46:36.748183,259,3.73,-14.65,-6.71,-36.54747822980822,-162.57988073840562
2020-04-30 01:46:47.687785,260,4.11,-14.83,-7.27,-36.99603382807589,-161.93965978674365
2020-04-30 01:46:58.634831,261,4.61,-14.72,-7.41,-37.440580105300754,-161.291338230726
2020-04-30 01:47:09.585945,262,4.81,-14.62,-7.55,-37.88099753317234,-160.63476580619104
2020-04-30 01:48:20.536684,263,5.82,-14.8,-7.63,-40.61639267311407,-156.18817605272935
2020-04-30 01:48:31.477910,264,6.24,-14.47,-7.96,-41.02223909850164,-155.46541909513692
2020-04-30 01:48:42.424211,265,6.9,-14.24,-8.35,-41.42290482540376,-154.7331954953549
2020-04-30 01:48:53.377246,266,7.2,-13.93,-8.79,-41.81824300475327,-153.99138230997815
2020-04-30 01:49:04.324437,267,7.79,-13.86,-8.83,-42.20812044786135,-153.2398429352233
2020-04-30 01:50:15.622038,268,8.51,-13.58,-9.24,-44.58321627889573,-148.14829207881562
2020-04-30 01:50:26.549784,269,9.11,-13.32,-9.29,-44.927690039496156,-147.32126545335382
2020-04-30 01:50:37.492532,270,9.79,-13.04,-9.36,-45.26542240338578,-146.4838022988402
2020-04-30 01:50:48.439218,271,9.95,-13.09,-9.63,-45.596249446024515,-145.63588895489647
2020-04-30 01:50:59.382196,272,10.37,-12.85,-9.75,-45.920003827777705,-144.77749810076597
